id,title,description,salary_min,salary_max,salary_is_predicted,company,location_display,category_label,category_tag,contract_type,contract_time,created,search_term,salary_mid,salary_class
5681670585,Senior Data Engineer (m/f/d),"About Ivy Ivy is building the world’s first programmable bank. We know the bank of the future is going to be fully regulated and stablecoin-native. We believe that the crypto folks are too afraid of full bank charters, while the bank folks know too little about crypto to pull it off. We believe there’s a trillion-dollar opportunity to launch regulated banks built on the blockchain. Today, we bank the world’s leading crypto platforms ( Kraken ). Tomorrow, our platform will power global correspon…",75000.0,150000.0,0,Ivy,"Berlin, Deutschland",Stellen aus Buchhaltung & Finanzwesen,accounting-finance-jobs,,full_time,2026-03-28T21:45:34Z,data engineer,112500.0,hoch
5670007110,Data Engineer Werkstudent:in (m/w/d),"Als Werkstudent:in (m/w/d) im Bereich Data Engineering unterstützt du uns aktiv bei der Weiterentwicklung unserer Datenbankstrukturen und -modellen. Was erwartet dich? Du unterstützt bei der Aufnahme und Analyse Kundenanforderungen Du hilfst bei der Konzeption und Entwicklung von Datenbankstrukturen, Modellen und Daten-Pipelines Du arbeitest an der Automatisierung und Wartung von Workflows und sorgst dafür, dass unsere Daten und Prozesse stabil und fehlerfrei bleiben Du unterstützt bei der Anbi…",29120.0,37440.0,0,ruhrdot,"Südostviertel, Essen",Unknown,unknown,,part_time,2026-03-17T22:34:54Z,data engineer,33280.0,niedrig
5691041624,Data Engineer / Datenbankentwickler (m/w/d),"Salary: 40.000 - 70.000 € per year Requirements: Abgeschlossene IT-Ausbildung oder vergleichbare Qualifikation Fundierte praktische Erfahrung im Data-, BI- oder Datenbank-Umfeld, alternativ ein Studium der Informatik, Wirtschaftsinformatik, BWL mit IT-Schwerpunkt oder vergleichbarer Studiengang Berufserfahrung und fundiertes Wissen im Datenbank-Umfeld, idealerweise ergänzt durch erste Kenntnisse im BI-Umfeld Sehr gute Kenntnisse in MySQL und SQL sowie Erfahrung in Datenmodellierung und im Aufba…",40000.0,70000.0,0,inpraxi GmbH & Co. KG,"Atter, Osnabrück",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:15Z,data engineer,55000.0,mittel
5686443141,Senior Data Engineer (m/w/d) Data Lakehouse,"Unser Angebot: Spannende Jobs bei interessanten Unternehmen wie Airbus Operations, Airbus Defence & Space sowie der luftfahrt- und raumfahrttechnischen Zuliefererindustrie Attraktive und leistungsgerechte Gehaltskonditionen Umfangreiches Mitarbeiter-Benefit-Programm Orizon PlusPunkte Passende Fortbildungsmaßnahmen im Rahmen Ihrer Tätigkeiten Bis zu 30 Tage Jahresurlaub Persönliche Betreuung und qualifizierte Beratung an den Unit Aviation Standorten wie z.B. Hamburg-Finkenwerder, Stade, Augsburg…",78000.0,88000.0,0,"Orizon GmbH, Unit Aviation","Lemwerder, Wesermarsch (Kreis)",Unknown,unknown,,,2026-04-02T01:10:53Z,data engineer,83000.0,hoch
5691043365,Data Engineer - Customer Service (m/w/d),"Salary: 51.000 - 88.000 € per year Requirements: Bachelor oder Master in (Wirtschafts-)Informatik, (Wirtschafts-)Mathematik oder einem vergleichbaren Studiengang mit Bezug zu Daten und deren Verarbeitung Relevante Berufserfahrung als Data Engineer*in Erfahrung mit mindestens einem ETL-Tool und SQL Fähigkeit, performante Datenstrecken zu verstehen und zu priorisieren Selbstständige und eigenverantwortliche Umsetzung neuer Ideen Proaktive, gut organisierte Teamorientierung Deutschkenntnisse, C1-N…",51000.0,88000.0,0,Deutsche Kreditbank AG ,"Mitte, Berlin",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:40Z,data engineer,69500.0,hoch
5691041368,Senior Data Engineer (m/w/d) - Euskirchen,"Salary: 45.000 - 70.000 € per year Requirements: • Erfahrung: Du bringst mehrjährige Erfahrung als Data Engineer oder Data Architekt mit, idealerweise in einem Unternehmen mit Web- und App-Produkten. Besonders wertvoll ist Erfahrung im E-Commerce-Umfeld – du verstehst, wie sich Artikel durch die Systemarchitektur bewegen (vom Onlineshop über Bestellprozesse bis zur Abrechnung). Kenntnisse in Cloud-Lösungen wie Snowflake und AWS sind ein Plus. • SQL-Know-how: Sicherer Umgang mit komplexen SQL-Ab…",45000.0,70000.0,0,Thermengruppe Josef Wund,"Innenstadt, Euskirchen",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:12Z,data engineer,57500.0,mittel
5691041356,Senior Data Engineer (m/w/d) - Sinsheim,"Salary: 45.000 - 70.000 € per year Requirements: • Erfahrung: Mehrjährige Erfahrung als Data Engineer oder Data Architekt, idealerweise in einem Unternehmen mit Web- und App-Produkten. Erfahrung im E-Commerce-Umfeld sowie Kenntnisse in Cloud-Lösungen wie Snowflake und AWS sind von Vorteil. • SQL-Know-how: Sicherer Umgang mit komplexen SQL-Abfragen. Erfahrung mit dbt und Git ist wünschenswert. • Business Intelligence: Erfahrung mit BI-Tools wie Tableau, Power BI oder Looker – Amazon Quicksight k…",45000.0,70000.0,0,Thermengruppe Josef Wund,"Sinsheim, Rhein-Neckar-Kreis",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:12Z,data engineer,57500.0,mittel
5670128156,Technical Data Engineer (m/w/d) für AIRBUS,"Unser Angebot: Spannende Jobs bei interessanten Unternehmen wie Airbus Operations, Airbus Defence & Space sowie der luftfahrt- und raumfahrttechnischen Zuliefererindustrie Attraktive und leistungsgerechte Gehaltskonditionen Umfangreiches Mitarbeiter-Benefit-Programm Orizon PlusPunkte Passende Fortbildungsmaßnahmen im Rahmen Ihrer Tätigkeiten Bis zu 30 Tage Jahresurlaub Persönliche Betreuung und qualifizierte Beratung an den Unit Aviation Standorten wie z.B. Hamburg-Finkenwerder, Stade, Augsburg…",55000.0,62000.0,0,"Orizon GmbH, Unit Aviation","Donauwörth, Donau-Ries (Kreis)",Unknown,unknown,,,2026-03-18T00:56:53Z,data engineer,58500.0,mittel
5628550220,Senior Data Engineer / Senior Data Analytics Developer (m/w/d),"Wir sind Ihr Partner für Software-, Data- und AI-Lösungen. Unser Anspruch: echter Mehrwert statt Einheitslösung – und eine kurze Time-to-Market. Unser Ansatz: Verstehen, Beraten, Realisieren, Skalieren. Gemeinsam mit unseren Kunden treiben wir die digitale Transformation voran – transparent und auf Augenhöhe. Seit August 2023 ist SDX ein autonomes Unternehmen innerhalb der börsennotierten Allgeier Gruppe mit über 3.500 Mitarbeitern. Dies vereint das Beste aus zwei Welten: SDX kann auf Knowhow u…",65000.0,95000.0,0,Sdx Ag,Deutschland,"Stellen aus PR, Werbung & Marketing",pr-advertising-marketing-jobs,,full_time,2026-02-13T22:33:06Z,data engineer,80000.0,hoch
5576720883,Senior Data Engineer (Search Platform) (m/f/x),"About us We’re Cortea , a Berlin startup transforming audits with AI . Manual, document-heavy audits waste expert time; we automate the repetitive parts so experts focus on judgment. Backed by top-tier VCs with €10m funding, live product, paying customers. We value first-principles thinking, speed, trust, and kindness . We build side by side in our Berlin office. Your Role Own search at Cortea. You’ll design and ship retrieval, ranking, and evaluation systems that power our AI agents. You’ll al…",100000.0,130000.0,0,Cortea AI,"Berlin, Deutschland",IT-Stellen,it-jobs,,full_time,2026-01-09T21:06:44Z,data engineer,115000.0,hoch
5691043500,IT-Data Engineer mit Fokus auf Softwareentwicklung (m/w/d),"Salary: 28.000 - 35.000 € per year Requirements: Abgeschlossenes Studium (Bachelor) der Wirtschaftsinformatik oder der Mathematik mit Schwerpunkt IT oder vergleichbare Ausbildung Mehrjährige Berufserfahrung in verwandten Aufgabengebieten sowie im Projektmanagement von Vorteil Sehr gute Kenntnisse von Datenarchitekturen inkl. des Entwurfs von Datenstrukturen Fundierte Programmiererfahrung in einschlägigen Programmiersprachen zur Datentransformation (z.B. Python, Java, PL 7 SQL) Idealerweise erst…",28000.0,35000.0,0,KVV Kassel,"Mitte, Kassel",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:42Z,data engineer,31500.0,niedrig
5691042055,Data Engineer – Business Intelligence (BI) (f/m/d),"Salary: 49.000 - 89.000 € per year Requirements: Degree in Computer Science or a comparable qualification through practical experience. Hands-on experience in Data Engineering or BI, including end-to-end pipeline design, implementation, and operations. Strong curiosity and motivation to understand business domains and explore new technologies. Ownership mindset with a structured approach to root-cause analysis and sustainable problem-solving. Enjoy working across complex system landscapes and e…",49000.0,89000.0,0,"GMX, WEB.DE & mail.com","Beiertheim-Bulach, Karlsruhe",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:22Z,data engineer,69000.0,hoch
5464158227,BI Data Engineer (m/w/d) – MS SQL Server,"Ihre Aufgaben Datenbankadministration und -entwicklung: Entwicklung, Administration und Wartung von MS-SQL-Datenbanken Performanceoptimierung und Tuning des SQL Servers für höchste Systemverfügbarkeit Fachliche Unterstützung der Anwendungsentwickler bei Datenbankmodellierung und SQL-Statement-Optimierung Transaktions-Management sowie Analyse und Behebung von Datenbankfehlern Datenarchitektur und -integration: Konzeption und Implementierung strukturierter Datenmodelle und ganzheitlicher Datenstr…",70000.0,80000.0,0,Stiegler Personalmanagement,"Bleiweiß, Nürnberg",Unknown,unknown,,full_time,2025-10-25T14:56:00Z,data engineer,75000.0,hoch
4837245635,Data Platform Engineer (gn),"Einleitung Unser Kunde: Bei uns erwartet dich ein moderner Techstack, spannende Herausforderungen in unterschiedlichen Branchen und ein junges, dynamisches Team, das mit Begeisterung und Teamgeist gemeinsam Ziele erreicht. Wenn du Lust hast, Teil dieses motivierten Teams zu werden und deine Expertise in anspruchsvollen Projekten einzusetzen, dann bewirb dich jetzt! Deine Aufgaben Du bist verantwortlich für den Aufbau und Betrieb von modernen onpremises Data Lakehouse Systemen bis in den Petabyt…",75000.0,95000.0,0,workidentity GmbH,"Altona-Altstadt, Hamburg",Unknown,unknown,,full_time,2024-08-23T17:12:07Z,data engineer,85000.0,hoch
5691043602,Data Solutions Engineer (m/w/d),"Salary: 45.000 - 75.000 € per year Requirements: Abgeschlossenes Hochschulstudium in einem IT-, mathematischen oder statistischen Bereich Einschlägige Berufserfahrung in den Bereichen Data Science und Datenanalyse Umsetzungserfahrung in Java und Python sowie Kenntnisse im Bereich Datenbanken (relational und noSQL) Gute Statistik-Kenntnisse sowie Umsetzungserfahrung in statistischer Programmierung (z.B. numpy, sklearn, SAS R) Erfahrungen aus dem Bereich Projektmanagement sowie den dort eingesetz…",45000.0,75000.0,0,SCHUFA Holding AG,"Dotzheim, Wiesbaden",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:43Z,data engineer,60000.0,mittel
5349323105,(Senior) Data & Platform Engineer (w/m/d),"Wir sind der Verband der Vereine Creditreform, der High-Tech-Service-Dienstleister für unsere 128 Standorte in Deutschland. Über 140 Jahre Wissen & Erfahrung fließen in unsere innovativen Software-Lösungen mit ein. Wir sorgen mit neuesten Technologien für ein bestmögliches Kundenerlebnis im Bereich Wirtschaftsinformation, Forderungsmanagement und Marketingdaten. Zur Verstärkung unseres Teams suchen wir ab sofort (Senior) Data & Platform Engineer (w/m/x) Mit der Data & AI Factory bauen wir die z…",70000.0,85000.0,0,Verband der Vereine Creditreform e.V.,"Barbaraviertel, Neuss","Stellen aus PR, Werbung & Marketing",pr-advertising-marketing-jobs,,full_time,2025-08-12T22:01:31Z,data engineer,77500.0,hoch
5686444407,Technical Data Wiring Engineer (m/w/d) für AIRBUS,"Unser Angebot: Spannende Jobs bei interessanten Unternehmen wie Airbus Operations, Airbus Defence & Space sowie der luftfahrt- und raumfahrttechnischen Zuliefererindustrie Attraktive und leistungsgerechte Gehaltskonditionen Umfangreiches Mitarbeiter-Benefit-Programm Orizon PlusPunkte Passende Fortbildungsmaßnahmen im Rahmen Ihrer Tätigkeiten Bis zu 30 Tage Jahresurlaub Persönliche Betreuung und qualifizierte Beratung an den Unit Aviation Standorten wie z.B. Hamburg-Finkenwerder, Stade, Augsburg…",63000.0,76000.0,0,"Orizon GmbH, Unit Aviation","Altenwerder, Hamburg",Unknown,unknown,,,2026-04-02T01:11:03Z,data engineer,69500.0,hoch
5691042685,L2 Linux Cloud / Data Center Engineer (SaaS Infrastructure),"Salary: 60.000 - 80.000 € per year Requirements: Mehrjährige Erfahrung im Betrieb von Linux-basierten Systemen (mindestens 5 Jahre) Erfahrung im SaaS- oder Cloud-Umfeld (min. 2 Jahre) Kenntnisse in CI/CD-Prozessen und Versionsverwaltung (z. B. Git) Erfahrung mit Container-Technologien und modernen Deployment-Ansätzen Idealerweise Kenntnisse in Automatisierungstools (z. B. Ansible) Erfahrung im Betrieb von IT-Infrastrukturen, idealerweise im Service-Provider-Umfeld Strukturierte und selbstständi…",60000.0,80000.0,0,GermanTechJobs Talents,"Harvestehude, Hamburg",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:31Z,data engineer,70000.0,hoch
5691042755,Secure Research Data Storage Engineer (m/w/d),"Salary: 43.000 - 72.000 € per year Requirements: Abgeschlossenes Hochschulstudium der Informatik oder einem verwandten Studiengang Freude an der Gestaltung eines neuen IT-Services – technisch wie organisatorisch Ausgeprägte Bereitschaft, Verantwortung zu übernehmen und Themen eigenständig voranzutreiben Idealerweise erste Erfahrung beim Aufbau oder Betrieb von Speicherdiensten Du lernst gerne dazu und bleibst am Ball, wenn es schwierig wird Auf der Linux-Kommandozeile fühlst Du dich zu Hause Du…",43000.0,72000.0,0,Leibniz-Rechenzentrum  der Bayerischen Akademie der Wissenschaften,"Garching bei München, München (Kreis)",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:32Z,data engineer,57500.0,mittel
5651940773,Infrastructure Engineer Data-Center|80% Remote,"Sie verantworten den stabilen Betrieb zentraler Data-Center-Infrastrukturen. Server, Storage und Virtualisierung liegen in Ihrer Hand. Sie sichern Hochverfügbarkeit, setzen Architektur- und Sicherheitsstandards um und halten komplexe Umgebungen zuverlässig am Laufen mit Weitblick und technischer Tiefe. Arbeitsfeld: Verwaltung/Leitung/IT Stelle für: Fachkräfte Eintrittsdatum: nächstmöglich Einrichtung: Conciliamus Unser Angebot an Sie Wir vergüten Ihre Tätigkeit entsprechend Ihrer Qualifikation,…",65000.0,75000.0,0,Conciliamus,"Wedding, Berlin",Stellen aus Gesundheitswesen & Pflege,healthcare-nursing-jobs,,full_time,2026-03-03T04:25:29Z,data engineer,70000.0,hoch
5682441818,Data- und BI-Engineer (m/w/d),"Das bringt der Job: Gemeinsam mit deinem Team gestaltest du den Produktbereich „Data & Analytics“ von Vision über Priorisierung bis hin zur Technologieauswahl. Die Dateninfrastruktur unseres Produkts liegt maßgeblich in deinen Händen: Data Warehouse, Pipelines, Transformationsjobs und Integrationen entwickelst und betreibst du mit Blick auf Stabilität und Qualität. Verlässliche und gut aufbereitete Daten für vielfältige Use Cases bereitzustellen gehört fest zu deinem Alltag Unsere BI‑Lösung sow…",50000.0,80000.0,0,OC fulfillment,"Buchheim, Köln",Unknown,unknown,,full_time,2026-03-29T22:45:01Z,data engineer,65000.0,mittel
5691043224,Data Quality Solution Engineer (m/w/d),"Salary: 60.000 - 80.000 € per year Requirements: Du bist ein Teamplayer mit ausgezeichneten Kommunikationsfähigkeiten, um technische Konzepte und Analyseergebnisse einem nichttechnischen Publikum verständlich zu machen. Du hast starke Problemlösungsfähigkeiten und die Fähigkeit, komplexe Daten zu verstehen und in verständliche Erkenntnisse umzuwandeln. Du hast Erfahrung in der Umsetzung von digitalen und datengetriebenen Lösungen und von qualitätsgesicherter Datenbereitstellung. Der Umgang mit …",60000.0,80000.0,0,Bayernwerk Netz GmbH,"Wenzenbach, Regensburg (Kreis)",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:38Z,data engineer,70000.0,hoch
5691043176,Senior Systems Engineer - Data Center (w/m/d),"Salary: 40.000 - 70.000 € per year Requirements: Mehrjährige Erfahrung in der Administration von Windows-Server-Infrastrukturen, insbesondere im Umfeld von Active Directory, DNS und GPOs Fundierte Kenntnisse im Bereich Virtualisierung sowie ein gutes Verständnis für Netzwerktechnologien wie TCP/IP, VLANs und Routing Sicher im Umgang mit zentralen Microsoft-Technologien wie Microsoft 365, Azure, Exchange oder SQL-Server Analytische, strukturierte Arbeitsweise sowie der Anspruch, nachhaltige Lösu…",40000.0,70000.0,0,MAIT GmbH,"Brötzingen, Pforzheim",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:38Z,data engineer,55000.0,mittel
5691040820,Managing Director Germany,"Salary: 170.000 - 190.000 € per year Requirements: Proven leadership in consulting, technology, and Data/AI. Established network and credibility among German enterprises (insurance/finance sector experience is a plus). Entrepreneurial drive to build and scale new business lines. Demonstrated success in business development and team leadership. Professional fluency in German and English. Why You’ll Want This Role Opportunity to found and grow the German market for a high-performing data & AI con…",170000.0,190000.0,0,Rockstar Recruiting AG,"Altstadt-Lehel, München",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:06Z,data engineer,180000.0,hoch
5691043684,BI Analyst (w/m/d),"Salary: 30.000 - 55.000 € per year Requirements: Berufserfahrung im Bereich von Data Analytics, Business Intelligence und/oder Statistik Fundierte Kenntnisse von datenverarbeitenden Programmiersprachen (Python, R), SQL und BI-Lösungen (Power BI) Erfahrungen in der Beantwortung komplexer Fragestellungen Fähigkeit, selbstständig Optimierungspotenziale zu erkennen und aufzuzeigen Analytische-konzeptionelle Denkweise mit hoher Innovations- und Lösungsorientierung Teamplayer:in mit Kommunikations- u…",30000.0,55000.0,0,KIND GmbH & Co. KG,"Burgwedel, Region Hannover (Kreis)",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:44Z,data engineer,42500.0,niedrig
5691041240,Web Analyst (w/m/d) - Celle,"Salary: 30.000 - 55.000 € per year Requirements: Berufserfahrung im Bereich von Data Analytics, Business Intelligence und/oder Statistik Fundierte Kenntnisse von datenverarbeitenden Programmiersprachen (Python, R), SQL und BI-Lösungen (Power BI) Erfahrungen in der Beantwortung komplexer Fragestellungen Fähigkeit, selbstständig Optimierungspotenziale zu erkennen und aufzuzeigen Analytische-konzeptionelle Denkweise mit hoher Innovations- und Lösungsorientierung Teamplayer:in mit Kommunikations- u…",30000.0,55000.0,0,KIND GmbH & Co. KG,"Altencelle, Celle",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:11Z,data engineer,42500.0,niedrig
5691041286,Data Analyst / BI Analyst (w/m/d) - Wedemark,"Salary: 30.000 - 55.000 € per year Requirements: Berufserfahrung im Bereich von Data Analytics, Business Intelligence und/oder Statistik Fundierte Kenntnisse von datenverarbeitenden Programmiersprachen (Python, R), SQL und BI-Lösungen (Power BI) Erfahrungen in der Beantwortung komplexer Fragestellungen Fähigkeit, selbstständig Optimierungspotenziale zu erkennen und aufzuzeigen Analytische-konzeptionelle Denkweise mit hoher Innovations- und Lösungsorientierung Teamplayer:in mit Kommunikations- u…",30000.0,55000.0,0,KIND GmbH & Co. KG,"Burgwedel, Region Hannover (Kreis)",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:11Z,data engineer,42500.0,niedrig
5691041248,BI Analyst - Data Analytics / Business Intelligence (w/m/d) - Wedemark,"Salary: 30.000 - 55.000 € per year Requirements: Berufserfahrung im Bereich von Data Analytics, Business Intelligence und/oder Statistik Fundierte Kenntnisse von datenverarbeitenden Programmiersprachen (Python, R), SQL und BI-Lösungen (Power BI) Erfahrungen in der Beantwortung komplexer Fragestellungen Fähigkeit, selbstständig Optimierungspotenziale zu erkennen und aufzuzeigen Analytische-konzeptionelle Denkweise mit hoher Innovations- und Lösungsorientierung Teamplayer:in mit Kommunikations- u…",30000.0,55000.0,0,KIND GmbH & Co. KG,"Burgwedel, Region Hannover (Kreis)",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:11Z,data engineer,42500.0,niedrig
5669846666,Duales Studium Wirtschaftsinformatik Köln - Data Engineering (m/w/d),"Wir sind ein Team aus Software- und Data Engineers und begleiten mittelständische sowie große Unternehmen auf ihrem Weg in die daten- und KI-getriebene Zukunft. Werde Teil unseres Teams und gestalte diese Transformation aktiv mit. Was erwartet dich? Du startest deine Karriere im Bereich Data Engineering und lernst praxisnah Technologien wie Python, SQL und Databricks kennen. Zusätzlich erhältst du Einblicke ins Software Engineering - mit dem Ziel, langfristig eigene Softwarelösungen mitentwicke…",18000.0,21600.0,0,SkelTech,"Frechen, Rhein-Erft-Kreis",Unknown,unknown,,full_time,2026-03-17T21:10:17Z,data engineer,19800.0,niedrig
5691041909,Project Manager (m/w/d) – Azure DevOps / Notion,"Salary: 50.000 - 75.000 € per year Requirements: 3 Jahre Erfahrung in der Leitung von Software-Projekten Nachweisbare Erfolge in Anforderungsanalyse, Projektplanung und Team-Koordination Erfahrung mit digitalen Projektmanagement- und Dokumentationstools (idealerweise Notion) Kommunikationsstärke und Moderationsfähigkeit auf allen Ebenen Strukturierte, proaktive Arbeitsweise mit Blick für Details und große Zusammenhänge Responsibilities: Leitung komplexer Data Engineering- und KI-Projekte von de…",50000.0,75000.0,0,control-f,"Fürstenberg, Konstanz",IT-Stellen,it-jobs,,full_time,2026-04-06T06:04:20Z,data engineer,62500.0,mittel
